,Tweets,Subjectivity,Polarity,Sentiment
229,Amazing news! Cracking the YouTube Code was just selected by Dallas Shorts via ,0.9,0.7500000000000001,Positive
230, _  Listen 2 dis mix ayyday‼️ need 2 put it on YouTube so can download that or send me that hunnid views a day lol shyt hard 🥶❄️🧊,0.6208333333333333,0.25416666666666665,Positive
231," ""expert""ins obviously being paid by the CCP, as now she's continuing to say that the W.H.O  Gave plenty of notice regarding Wuhan Flu. Then continues to say that ""if the countries listened to is, it wouldn't have reached pandemic levels! Wtf!",0.75,-0.3125,Negative
232,Chris Brown - Wall To Wall (Official HD Video)  via ,0.0,0.0,Neutral
233,This Is Hitting Epidemic Levels...  via ,0.0,0.0,Neutral
234,"  India &amp; Australia: Massive Flooding, Australia's Weather Modification Programs",1.0,0.0,Neutral
235,"but ok... hm... ok .... world building... u build worlds... u build stories... u build words... inside your heads... we build the world first... inside our head... the system... made by the ""man""... the man... made by ""mana""... hmmm:",0.4444444444444444,0.4166666666666667,Positive
236,Ancient Mesopotamian Warfare in Sumer and Akkad  via ,0.0,0.0,Neutral
237, I put on special migraine music that they have on YouTube Hi btw pink lady,0.4357142857142857,0.12857142857142856,Positive
238,you can also watch my intro + tukuntazo performance! ,0.0,0.0,Neutral
239,Check out my broadcast from my PlayStation 4! PS4live (Call of Duty®: Black Ops III)  live at ,0.4666666666666667,-0.015151515151515152,Negative
240,"            _fromoz          _fasshauer               _drac          _2_Tha_L __312 Education is indoctrination, per se, as we are proven to be mimetically motivated. The question, as always, is under what overarching doctrine, or ideology, are we ""training"" folks? That should be common knowledge. We've known since WW2.🙏🏽❤️🙂",0.5,-0.3,Negative
241,How To Rank Youtube Video  via ,0.9,-0.8,Negative
242,"Since I’ve not been very active on YouTube lately, I had no idea we reached 90k! So thank you guys for still supporting that! I’m taking a break from Webtoon work atm, but who knows what the creative future will bring! 🤍 ",0.5509999999999999,0.05283333333333333,Positive
243,Eddie and The Crusiers part 2 my favorite jam ,1.0,0.5,Positive
244,Some resources for detailed explanation on StateChannels.1&gt;    ,0.75,0.4,Positive
245,Watch “Scewo BRO – Power wheelchair. The new generation.” on YouTube ,0.45454545454545453,0.13636363636363635,Positive
246, is a boss!  _Update ,0.0,0.0,Neutral
247,WIN MORE GAMES OF MADDEN 23. HELPFUL TIPS AT EVERY LEVEL FOR MADDEN 23. ...  via ,0.45,0.65,Positive
248,    Dave from YouTube probably,0.0,0.0,Neutral
249, Bryan Danielson vs Wardlow and captures the TNT championship,0.0,0.0,Neutral
250,       _     _bad good luck pal ,0.6333333333333333,5.551115123125783e-17,Positive
251,_X_0624 IFBB Women’s Bodybuilding Sheena Ohlig ,0.0,0.0,Neutral
252,"Do you LIKE chillhop, for me I LIKE ❣️🔥🎶☀️ Chillhop Essentials · Summer 2022 [lofi hiphop / chill relaxing beats]  via ",0.0,0.0,Neutral
253,James Morrison - Broken Strings ft. Nelly Furtado (Official Video)  via ,0.4,-0.4,Negative
254,'The Three Stooges' would have made better speech writers... ,0.5,0.5,Positive
255,She EXPOSES how the FAR RIGHT views the Jan 6 Hearings | The Weekend Show  via ,0.7678571428571428,0.19285714285714284,Positive
256,    Yes! I hope they do TinyHouseWarriors while in Canada. This org. is the real deal. They fight the pipelines while providing affordable housing:  ,0.30000000000000004,0.2,Positive
257,Why Zebra Are Terrible Horses  via  All your important questions answered.,1.0,-0.3,Negative
258,RUSSIANS EXHIBIT WEAPONS OFFERED BY THE WEST  via ,0.0,0.0,Neutral
259,dudes building cow pens,0.16666666666666666,-0.13333333333333333,Negative
260,and then we started seeing each other ... FACE DROP ,0.375,-0.125,Negative
261,Dating your mom and catching Dubs!!!  via ,0.9,1.0,Positive
262,"THE COWSILLS I LOVE THE FLOWER GIRL -OFFICIALLY TITLED: THE RAIN, THE PA...  via ",0.6,0.5,Positive
263,    Follow the fossil fuel money.,0.0,0.0,Neutral
264,simply losing it at ’s video announcing the winners of the dinosaur roaring contest  ,0.35714285714285715,0.0,Neutral
265, you should  check out the comments on news w/c featured this tragedy in youtube.   his ilk are trying to make him a  tragic deity.,0.75,-0.75,Negative
266,"This weekends massive Toy Hunt! StarWars marvel BlackPantherWakandaForever toyhunt thelegacyofnerd Vlog 23: Massive Toy Hunt! Star Wars, Black Panther, Marvel Legends, McFarlane Spawn! ",0.8111111111111112,-0.06944444444444443,Negative
267,End-game shenanigans with a Kraber. ApexLegends ,0.0,0.0,Neutral
268,719k left for 20M Keep streaming JaaRaheHo MohsinKhan MoMinions,0.0,0.0,Neutral
269," The parallel’s between Vader, Ahsoka, Obi Wan &amp; Luke 😢💔 ",0.07500000000000001,-0.1,Negative
270,  and I are movie stars now   ,0.0,0.0,Neutral
271,_Sorcerist   I dont believe its the real tesla 💀,0.30000000000000004,0.2,Positive
272,Watch “Sudarshan News 25-07-2022 || Episode:362 || Sant Rampal Ji Maharaj Satsang” on YouTube ,0.0,0.0,Neutral
273,Let's Color Serial Killers  via ,0.0,0.0,Neutral
274,Will we finish lostinvivo tonight? Probably (not). I have zero idea where we are. Why are we in a vet clinic...what are these weird dog things? HELP!Link:  Vtuber ,1.0,-0.5,Negative
275,"This isn't current, but it's very cool. Goalball is a premier sport for the visually impaired. Just wanted to share bc i'm guessing not a lot of people know about it.USA goalball makes incredible comeback, wins shootout to advance to gold...  via ",0.46900000000000003,0.331,Positive
276,First YouTube Stream???  via ,0.3333333333333333,0.25,Positive
277,"Watch ""Take Care of Your Dog, But Leave the Humans Out In Inclement Weather"" on YouTube  Oh We love our dogs but MURDER our people",0.6,0.5,Positive
278," Roe Deer, Scotland (short video)",0.3,0.0,Neutral
279,"_ashes Warner &gt; More Johnny Depp Betrayal    is NOT FOR SALE &gt; your email contact to him Published. Neither are Women Survivors Of Abuse that support TRUTH MenToo For sale!Honour, Integrity IS NOT for saleBoyCottWarnerBrothers",0.5,0.5,Positive
280,Biden refuses to take 'tough actions' on fiscal side: Larry Kudlow  via ,0.8333333333333334,-0.3888888888888889,Negative
281,Our first donation as Base Crafters for extra life!  First base tour incentive used!,0.5533333333333333,-0.26,Negative
282,TheStoryOfLordShivaWhat is the secret of Shivling? Must WatchSudarshan News TV channel 6:00 am dailyVisit ➡️ Sant Rampal Ji Maharaj Youtube Channel.Kabir is Supreme God🙏🙏 ,0.7,-0.4,Negative
283,Enchanted Cottage Collection | 4 Hours of Sleep Stories &amp; Meditations  ,0.0,0.0,Neutral
284,The Brothers Johnson - Stomp! ,0.0,0.0,Neutral
285," ahhhhh man I haven't been paying attention, I'll just watch a YouTube video on it when it becomes relevant or something",0.9,0.4,Positive
286, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
287,"Does the US Have Enough HIMARS and Rockets for Ukraine? Production, Stockpile, Capability, and More  &lt;via  - Covert Cabal&gt;",0.5,0.25,Positive
288,One I bought blind at the Wherehouse in my tiny desert town that widened my horizons ,0.5833333333333333,-0.25,Negative
289,I'd fux wid,0.0,0.0,Neutral
290,Greatest Classic Rock Songs 70s and 80s - Best Classic Rock Collection✅  via ,0.4083333333333334,0.5833333333333334,Positive
291, I’ve seen Eric Edson say to further conflict or promote change in a story a character should change emotions within every scene. If a character is1) mad2) sad3) gladOr 4) scared in a scene they should be another by the end of it. ,0.5,0.0,Neutral
292,Billboard Top 40 Adult Alternative Airplay Songs (July 23 2022) ,0.4,0.3,Positive
293,John Jordan ‘Buck’ O’Neil inducted into Baseball Hall of Fame  via ,0.0,0.0,Neutral
294,     hi I’m new to YouTube ,0.45454545454545453,0.13636363636363635,Positive
295,I really like this interpretation of a gorgeous Beatles song.,0.55,0.44999999999999996,Positive
296,Billboard Top 40 Mainstream Rock Airplay Songs (July 23 2022) ,0.5,0.5,Positive
297,Day's best DC Public Library Dinosaur Roar.  My vote is the Stomp-a-saurus but they are all great fun     ,0.32916666666666666,0.525,Positive
298,Billboard Top 40 Alternative Airplay Songs (July 23 2022) ,0.5,0.5,Positive
299,"__NL  I won't spend $18,000 this year and I live in Vegas casinos most of the time.  stay right now. ",0.5119047619047619,0.30735930735930733,Positive
300,they're so fucking COOLSVT LEADERS 'CHEERS' Official MV (Choreography Version)  via ,0.8,-0.6,Negative
301,Fate is giving this benighted nation a chance at redemption for supporting a cheat and a liar 🇨🇦A Window of Opportunity  via ,0.25,0.25,Positive
302,Full GTC talk here ,0.55,0.35,Positive
303, is too good to be true NewJeans,0.625,0.5249999999999999,Positive
304,"“If I give my heart to youWill you give me all your love;Will you swear that you'll be true to meBy the light that shines above.”A swoon from the Hit Parade…Doris Day - If I Give My Heart To You (4 US, single)",0.4160714285714286,0.16964285714285715,Positive
305,I'm working on the next video hopefully I can get it out tonight or tm. youtube editing spookysjumpscaremansion ,0.0,0.0,Neutral
306,"good Trouble, let's vote  via ",0.4,0.24999999999999997,Positive
307,_Stuckmann I think someone hacked your account. I received a message from you on YouTube sayin I won somethin.,0.0,0.0,Neutral
308,「Yona Yona Journey / TAKU INOUE &amp; Mori Calliope」MUSIC VIDEO,0.0,0.0,Neutral
309,IFBB Women’s Bodybuilding Sheena Ohlig  via ,0.0,0.0,Neutral
310,Live A Live - Megalomania (DS RPG Style) (LOUD VOLUME WARNING!)  via ,0.6,0.13257575757575757,Positive
311," Kitna jooth failega? Such low level of politics, really shameful KHAAS ADMI kaisa galat narrative?? ",0.3333333333333333,0.06666666666666667,Positive
312,How The World’s Most Valuable Object Was Transported  via ,0.5,0.5,Positive
313, Halle u should pin your YouTube channel tweet,0.0,0.0,Neutral
314,   Judging from “all coronavirus was known from the beginning” I’m guessing you’ve got a LOT of YouTube videos that back up your claims.,0.0,0.0,Neutral
315,"This joint fire. Naked Eyes - Promises, Promises  via ",0.4,0.0,Neutral
316,"Hey toads!Check out our gameplay trailer for Diana's Lyre, ribbit!IndieGameDev indiedev indiegame dianaslyre gamedev gamedevelopment unity explodetoad artGameplay Trailer Diana's Lyre  via ",0.0,0.0,Neutral
317,danse des fees_rares  via ,0.0,0.0,Neutral
318," Warner &gt; More Johnny Depp Betrayal    is NOT FOR SALE &gt; your email contact to him Published. Neither are Women Survivors Of Abuse that support TRUTH MenToo For sale!Honour, Integrity IS NOT for saleBoyCottWarnerBrothers",0.5,0.5,Positive
319,   That makes me very happy to hear! 🙏🙏🙏,1.0,1.0,Positive
320,"Every cheerful person, have some painful stories behind...😭💙HE IS DEBUTING RIGHT NOWILUNA kyonair NIJISANJI_EN ",0.8119047619047618,-0.004761904761904745,Negative
321,👇🏽👇🏽👇🏽👇🏽The Fight To Guard Our Culture  Black Authority​  via ,0.43333333333333335,-0.16666666666666666,Negative
322,I’m giving away $500 Must be  READY IM PICKING THE BEST COMMENTS❗️&amp; those who drop a like CLICK THE LINK 🔗 📸🙌🏻💚🎚⚡️your favorite scene ❗️❗️❗️,0.6,0.5666666666666667,Positive
323,"House Passing ""Assault Weapons Ban"" Just Admitted They Want to Defy The ... ",0.0,0.0,Neutral
324,_terrence 'The Three Stooges' would have made better speech writers...,0.5,0.5,Positive
325,TALKING WAKANDA FOREVER with T3 MEDIASTUDO via    ,0.0,0.0,Neutral
326, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
327,"Chardonnay (Long)—Game Theory (California USA, 1987) Power pop",0.0,0.0,Neutral
328,    Your forefathers own slaves and your the descendants of the slave owners. ,1.0,0.6,Positive
329,Canadian Railroad Trilogy!  ,0.0,0.0,Neutral
330,Not sure what it says about me that my first reaction to seeing this house was having a memory flash of this clip… ,0.611111111111111,0.0,Neutral
331,The Good Life: Decoding the 'Turkey teeth' trend  via ,0.6000000000000001,0.7,Positive
332,"_spotted “Relax bro, it’s a Standard Pox Party”",0.0,0.0,Neutral
333, here's a helpful guide on why ads don't show on videos ➡️  you can also reach out to Creator Support for a deep dive on this ➡️ ,0.4,0.0,Neutral
334, And you jumped on the bandwagon immediately with your video largely full of hate. I have never seen any other video hating on a 2 weight mma champion like you did.  ,0.6083333333333334,-0.19166666666666668,Negative
335," «It's Only Rock 'n' Roll (But I Like It)»  Pues eso, Que es solo rock 'n' roll (Pero me gusta) ",1.0,0.0,Neutral
336,Do nada eu no youtube olhando First Time Hearing Negro Drama - Racionais - English Lyrics - Reaction,0.16666666666666666,0.125,Positive
337,   _K22    _ _T2021  _blue      _vet17  _to_Mars       _Music       _O_U1     _      Don't forget wine!!,0.1,0.0,Neutral
338,Check out my broadcast from my PlayStation 4! PS4live (Genshin Impact)  live at ,0.5,0.13636363636363635,Positive
339,Bieber really need to put this on spotify ,0.2,0.2,Positive
340,“Our worst suspicions became a reality”: Friends of missing Newport News...  via ,0.525,-0.6,Negative
341,Max Blumenthal on Elite Control and Popular Resistance  via ,0.9,0.6,Positive
342,For only $5 I will make animated logo animation or youtube intro video in 4kCheck:&gt;  3dlogoanimation motiongraphics customanimation youtubevideointro youtubeintro introvideo videointro logointro outro intro logo Fiverr ,1.0,0.0,Neutral
343,Check out my highlight video! ,0.0,0.0,Neutral
344,"Wake up like it's 2008 it's time for uproar!Loved the werehog mod so I decided to make a video about it. Special thanks to _crescent,, and  ",0.3904761904761905,0.2523809523809524,Positive
345, the quality is terrible but it works 😭😭 ,1.0,-1.0,Negative
346,Watch “shorts” on YouTube ,0.0,0.0,Neutral
347,"_fanpg    Awesome DC, Adrian,Tommy,Rudy,Steve,Always Loved and in our hearts 💕And those were the days,also awesome memories",0.9333333333333332,0.9,Positive
348," other words, ""_online for not telling my parents what my boyfriend actually does for a living?"" um YTA, because of your plan he drove his truck into the lake and drowned.",0.19166666666666665,-0.075,Negative
349,Yaya_Official fanart! 🥰📍📍📍📍 I love yaya’s YouTube it makes great videos! ,0.675,0.75,Positive
350,Gorilla tag FACTS shorts gorillatag facts  via ,0.0,0.0,Neutral
351,China Floods 2022 Flooding in China today |  Crazy rain storm Henan  via ,0.9,-0.6,Negative
352,Check out my broadcast PSlive NBA 2K22 Online 1v1 Random live at ,0.5,-0.18181818181818182,Negative
353,YouTube stop recommending me these fake episodes and trailers challenge 😭,1.0,-0.5,Negative
354,"SoundtrackToYourLife Day 25: First time I heard Moz, I knew he'd be a favourite from then on.The More You Ignore Me, The Closer I Get (1994) - Morrissey",0.41666666666666663,0.375,Positive
355,We are LIVE on YouTube with SEVERE WEATHER COVERAGE! ,0.5,0.17045454545454544,Positive
356,    Follow the fossil fuel money.,0.0,0.0,Neutral
357,District 13 Ultimatum  via ,0.0,0.0,Neutral
358," ""The Cray-1 is one million times more powerful than your average than a home computer."" ",0.6333333333333333,0.21666666666666667,Positive
359,Otis Redding - These Arms Of Mine (Official Music Video)  a través de ,0.0,0.0,Neutral
360,Does anyone actually watch youtube for NFT content anymore? I feel like its a very limited audience now cause people want to digest stuff very fast and Youtube takes time to watch,0.3552380952380953,0.055714285714285716,Positive
361,"bipp bip 🚨 need premium app? viu, netflix, canva, disney+, spotify, iflix, youtube, wetv, iqiyi, vidio, hbo go 🤔 yeayy u found it! 🙀👏🏻 100% TrUStEd &amp; murce. leggoo knock knock my dm  ୧⍤⃝💌 wa 👉🏻  zonajajan zonuang ",0.0,0.0,Neutral
362, DUKI_GIVENCHY///TrapletrasR (Letra Oficial)trap Duki Letrasdetrap MuiscaArgentinaTrapLetrasR YouTube開設,0.0,0.0,Neutral
363,Ancient Aliens: EVIDENCE OF ALIEN ACTIVITY IN SOUTH AMERICA (Season 15)  via ,0.75,-0.25,Negative
364,Check out my broadcast from my PlayStation 4! PS4live (Fortnite)  live at ,0.5,0.13636363636363635,Positive
365,Therapeutic 💐🦋🌻🔮💫👑classic ,0.0,0.0,Neutral
366,"I might be several weeks late, but I made my yearly (not) E3 video covering all the trailers released in Showcases over June! Here is my longest video to date! E32022 SummerGameFest ",0.3,-0.234375,Negative
367, There’s an Aussie woman I watch who debunks a lot of these videos and she did a whole vid dedicated to the dangers of it and YouTube pulled her video,0.4,0.2,Positive
368,Home Being Invaded By Multiple Spirits | The Dead Files | Travel Channel  via ,0.2,-0.1,Negative
369,Washington Square Park Manhattan Heat Wave - 7/24/2022  via ,0.0,0.0,Neutral
370,  Seth is carrying WWE and deserves a solid programSummer Slam the match between Seth and Riddle will steal the show,0.1,0.0,Neutral
371, I haven’t seen anything like that since that Minimoni blooper ,0.0,0.0,Neutral
372,Here we go. Live now! ,0.5,0.17045454545454544,Positive
373,"I really wonder why a young man hasn’t started a YouTube channel to teach his fellow men how to make simple, everyday meals. I think the audience would be massive and men would actually pay attention when it’s not coming from a woman",0.4428571428571429,0.016666666666666673,Positive
374," Warner &gt; More Johnny Depp Betrayal    is NOT FOR SALE &gt; your email contact to him Published. Neither are Women Survivors Of Abuse that support TRUTH MenToo For sale!Honour, Integrity IS NOT for saleBoyCottWarnerBrothers",0.5,0.5,Positive
375,Pharrell Williams - Happy (Official Music Video)  via ,1.0,0.8,Positive
376,War and Order Ep. 348 (Upgrade Buildings)  via ,0.0,0.0,Neutral
377,Amazon's Ring of Power will be complete dogshit. I don't think they will have one moment that resembles the same Middle Earth as this one. Tolkien deserves better.,0.25625,0.15,Positive
378,_ViLLian Theyy dont teach you thiss in schooll. ?                                                                             ,0.0,0.0,Neutral
379,"Like 👍, Follow, And Share! ⁦⁩ 👇  Now!  On Instagram For More  ⁦⁩ ⁦⁩ theboykinglapri rap ⁦ ",0.5,0.5,Positive
380,"  There's no time like the present. ""Y'all want this party started, right? Y'all want this party started quickly, right?""",0.35714285714285715,0.19047619047619047,Positive
381,One more... ,0.5,0.5,Positive
382,_aj Please post video on your IG... You're my YouTube channel tonight 😊,0.0,0.0,Neutral
383,Lucas and Jonah Explain the World - The Why and How Pt.2  via ,0.0,0.0,Neutral
384,"New music Sunday ""How I Commute"" Prod by   HipHop newmusicalert newmusic rapper newmusicalert soundcloud musician  musicartist youtube nyc atl hiphopheads livemixtapes hotnewhiphop indieartist music mymixtapez hiphoplife studio hiphopartist ",0.45454545454545453,0.13636363636363635,Positive
385,GOP strategist says there is big shift in Trump voters after hearings  via ,0.1,0.0,Neutral
386,How could he do this?  via ,0.0,0.0,Neutral
387,DEALING WITH HATERS | THE HIDDEN PSYCHOLOGY BEHIND HATERS  via     BUSTER THE HATER .    ,0.5166666666666666,-0.2833333333333333,Negative
388," Made me think of this (well worth your time):  you haven't watched this (or any!) episode of Grand Designs, please remedy that immediately!",0.55,0.5,Positive
389,SUV Pins Firefighter’s Leg After Car Crash  via ,0.0,0.0,Neutral
390,"Major Events Occurring: Mars, Rahu, Uranus Conjunction (July 31st, 2022) Warning to Canada astrology  via ",0.5,0.0625,Positive
391,CAPRICORN♑LOVE💘They have regrets for how they treated you. They want to ...  via ,0.2,-0.1,Negative
392,  I mean how do you measure the range when you're talking about Donald Trump,0.6875,-0.3125,Negative
393, my fav dance mom gd 😭😭 its so cute,1.0,0.5,Positive
394, Whyy is no one talking abooutt thiiss?....                                                                           ,0.0,0.0,Neutral
395,Laptop is gone. I won't stop uploading tho. Over the couple of months I took of youtube I learned how to edit on my phone. Needless to say that type of skill is coming in handy. Be sure to look out for this video this Saturday. ,0.9296296296296296,0.19999999999999998,Positive
396,"WATCH ONLINE:Sunday, July 24, 2022Grace Airdrie Church",0.0,0.0,Neutral
397,"go on youtube and type ""spy kids 4"" and see what the first suggestion is",0.3333333333333333,0.25,Positive
398,oh this is so fucking autism ,0.8,-0.6,Negative
399,"I looked at LaFonze yesterday &amp; said, what's up, what's going on, what's all this?? And he said, nothing. So then I said, f*ck all that lemme go see what the streets saying cuz this dude lying to my face nothing. via ",0.0,0.0,Neutral
400,"_airlynes  _shitpost yay I found it!!Harder, Better, Faster, Stronger by Daft PunkLink:",0.5,0.5,Positive
401, Done YouTube: luvjiminOldest vids ,0.0,0.0,Neutral
402,Adverse vaccine events in 5 to 11 year olds  via ,0.0,0.0,Neutral
403, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
404," _Sailer  Brian May was a very serious guitarist. He literally has his own custom guitar he built. Feel like they were maybe more of a traditional rock band early on. This song, particularly the outro, is one ref I have. ",0.625,0.15555555555555553,Positive
405,FakeX GREAT WIGGLING WAFFLE IRONS!It's another WEBOUNDING WOCKET SHOW!,0.75,1.0,Positive
406,  it haunts me. i can never forget. i have the video saved on youtube lmao,1.0,0.6,Positive
407,_youtube _ W song,0.0,0.0,Neutral
408,2022 Music: JOHNNY MARRJohnny Marr - Spirit Power and Soul (Official Video)  via ,0.0,0.0,Neutral
409,423k left for 26M Keep streaming AashiqHoon MohsinKhan MoMinions,0.0,0.0,Neutral
410,Appalachian Man interview-Chris ,0.0,0.0,Neutral
411,agh my youtube isn't syncing the audio is wack.. BUT HE HAS ARRIVED OH MY GOD AAA ILUNA,0.0,0.0,Neutral
412, ROH should've remained defunct until it got to a point of having a separate roster even if it was a youtube show. Tony losing money on AEW no way he going to make money off of ROH,0.0,0.0,Neutral
413,TEN 텐 'Paint Me Naked' Choreography Video  より,0.2,0.0,Neutral
414,"      _cw3       _osc       No, but we can see your post.",0.0,0.0,Neutral
415,Wow! I wouldn’t step on that that guys property without a phone call first. ,0.6666666666666666,0.1875,Positive
416,"  I love this dress and nylon ,  look good on you 😉",0.6000000000000001,0.6,Positive
417,REDWOOD - Redwood (EP 2022) ,0.0,0.0,Neutral
418,"  Just like NATOWhy did the west break the Minsk agreement which was set up to avoid this?Who remembers, when the RAF bombed civilians in Europe in 1999NATO bombed a hospitalNATO also bombed refugees.",0.0,0.0,Neutral
419,Cloud 10  via ,0.0,0.0,Neutral
420,BEFIRST ScreamBE:FIRST / Scream -Teaser-  より ,0.0,0.0,Neutral
421,Short Videos Are The Future! 😂🤣😭 🤦‍♀️ it’s true... microwave babies via ,0.35833333333333334,0.11666666666666665,Positive
422,Caller is 36 and Getting a Vasectomy ,0.0,0.0,Neutral
423,Check out my first YouTube video: ,0.3333333333333333,0.25,Positive
424,Trumpists Keep Cancelling Their Interviews with Me ,0.0,0.0,Neutral
425,I should sue YouTube and Twitter,0.0,0.0,Neutral
426, Jim Cornette Reviews Chris Jericho vs  Eddie Kingston (Barbed Wire Every...  via ,0.0,0.0,Neutral
427,Deion Sanders-Must be the Money  via ,0.0,0.0,Neutral
428,"US in 'energy emergency' due to Dems, Biden admin: House GOP Leader McCa...  via ",0.375,-0.125,Negative
429,Big Yellow Taxi - Joni Mitchell  via ,0.05,0.0,Neutral
430,lol apparently Trump got the memo and is now trashing aid to Ukraine and NATO. Gotta win back Moscow's support! ,0.36249999999999993,0.41250000000000003,Positive
431,Gangi’s Song of the Night,0.0,0.0,Neutral
432,"🚨 NEW EPISODE is here ft. _bultman! 🎙️Tune into ""DETROIT'S OFFSEASON OVERVIEW"" wherever you get your podcasts! 🐙🎧 Apple/Google Podcasts:  Spotify:  us out on YouTube &amp; visit  for more! LGRW",0.4772727272727273,0.4190340909090909,Positive
433, Bieber too but his stuff was on youtube,0.0,0.0,Neutral
434,Weekend Update Jokes That Are Darker Than Your Soul  via ,0.0,0.0,Neutral
435,LALATE GREAT NEWS 7/24BREAKINGNEWS LIVE: LALATE NEWS NOW: FINALLY THIS WEEK! DIRECT DEPOSIT 4TH STIMULUS CHECK PAY 🌆FINANCIAL NEWS 7/24 FourthStimulus HousingMarketCrash Inflation Recession CryptoCrash gasprices ,0.6625,0.2590909090909091,Positive
436,"Taj Mahal “Queen Bee” live at Newport Folk Festival, July 22, 2022  via ",0.5,0.13636363636363635,Positive
437,"📑 TWICE_MOMO I CAN'T STOP ME Fancam has surpassed 4,900,000 views. Now Let's hot 5M views.  ",0.8500000000000001,0.25,Positive
438,EXPOSED: Ron DeSantis HUMILIATING infrastructure grift routine REVEALED  via ,0.0,0.0,Neutral
439,       W thanks 👊🐐🐐🐐,0.2,0.2,Positive
440,    Reading the really icky stuff that some Christians post on this website makes me exceedingly grateful for some of the Christian music I digested in the 90’s. Exhibit A. Breath Deep by the Lost Dogs,0.3333333333333333,-0.09999999999999999,Negative
441,OMG how dare I?? This is actually my Vecna song,0.1,0.0,Neutral
442,"Why, I didn't know those super-hot trucks were forced on UPS!  If only UPS had a choice in what kind of trucks they send to make deliveries!  Oh, the humanity!UPS Driver Collapses at Front Door From Severe Heat  via ",0.7000000000000001,0.12499999999999999,Positive
443,"  Not bratty at all, you deserve all of the success and put in a lot of effort to get where you are today 💗",0.0,0.3,Positive
444,Let's talk about Republican voting records....  via ,0.0,0.0,Neutral
445,sorry bae can't talk rn im watching ppl creating handsome things out of trash on youtube,1.0,0.0,Neutral
446,📢 Let's continue streaming _WORLD properly today 🫶🔗 SEVENTEEN,0.1,0.0,Neutral
447, Google and YouTube about to separate,0.0,0.0,Neutral
448,You can be chancing the overall health if you are carrying body weight... head to the foregoing video  ,0.0,0.0,Neutral
449,"Gaither Vocal Band, Ernie Haase &amp; Signature Sound - Blow the Trumpet in ...  via   Annie, want some Gaither?",0.4,0.4,Positive
450,aight who still hasn't subbed to my YouTube fess up,0.0,0.0,Neutral
451,Kodak Black Pulls Up On Hotboii While On The Run! “Live Fast Die Faster”...  via ,0.5111111111111111,0.04267676767676768,Positive
452,  The House of Representatives is also selecting their leaders today. Expect Rep. Martin Romualdez to be elected as House Speaker. ,0.0,0.0,Neutral
453,Yes british man!! Talk about games ive never even heard about!!! ,0.0,0.0,Neutral
454," At his Conformation Hearing in 1991 he answered every question asked him the same way; ""I Was Born A Poor Black Child""! -  🤣🙃🤣 - ",0.38611111111111107,-0.2027777777777778,Negative
455,For only $5 I will make animated logo animation or youtube intro video in 4kCheck:&gt;  3dlogoanimation motiongraphics customanimation youtubevideointro youtubeintro introvideo videointro logointro outro intro logo Fiverr ,1.0,0.0,Neutral
456,Do you know whatever happens in the physical has already happened in the spirit realm listen to this ,0.14285714285714285,0.0,Neutral
457,Check out my broadcast from my PlayStation 4! PS4live ([New] Fall Guys)  live at ,0.4772727272727273,0.13636363636363635,Positive
458,  oh yes vergil impostor and dante crewmate exist among us mod for monsters too,0.4,0.2,Positive
459,Please subscribe my channel friends.I need your help Support me My channel name is Bhaskar FF shorts game play🤟..        And Link to open is,0.45,-0.2,Negative
460,I pulled you over for being disrespectful  via ,0.0,0.0,Neutral
461,"Going to be doing a qna for YouTube so if you have any questions, feel free to drop em",0.8,0.4,Positive
462,Things gnf tweets on his main:❌ youtube uploads❌ stream updates✅ cum questions,0.0,0.0,Neutral
463,Vintage Lady Gaga Live at NYU - Captivated &amp; Electric Kiss  via  my little Nightwing crow.....an't see cute?,0.6666666666666666,0.14962121212121213,Positive
464,  U.S. Foreign Policy remains the same regardless of who the President is.,0.125,-0.0625,Negative
465,I miss being around you ,0.0,0.0,Neutral
466, And then there’s this song:,0.0,0.0,Neutral
467,"Jason Black 🔥""You got to start talking about guarding the culture from the inside out, not just from the outside in."" is live ...WeAreTheBlackMedia RapSht rapIggyAzalea FBA B1 HBOMaxReinaReign 🤔",0.3277777777777778,-0.010101010101010102,Negative
468,Must Be The Money  via ,0.0,0.0,Neutral
469,UFC 279 Khamzat Chimaev vs Nate Diaz Is Being Purposely Sabotaged By The UFC,0.0,0.0,Neutral
470, Dislike,0.0,0.0,Neutral
471,Chicago Cubs vs Phillies pregame and live PointsBet watch along | CHGO Cubs ,0.5,0.13636363636363635,Positive
472, Here's one of the Mr. Men &amp; Little Miss stories that aired today on CBBC1 in 1986. MrMen LittleMiss ,0.6,-0.04375,Negative
473,Just kidding.. trombone players are cool. TCMParty ,0.65,0.35,Positive
474,oh wait he played a deeper cut! ,0.0,0.0,Neutral
